	state	name	Year	price	season pass	payback
1430	Vermont	Mount Snow	1997	51	1149	2
1431	Vermont	Stratton Mountain	1997	50	1150	3
1432	Vermont	Stowe	1997	50	1230	4
1433	Vermont	Okemo Mountain	1997	50	1110	2
1434	Vermont	Sugarbush	1997	49	1099	2
1435	Vermont	Smugglers' Notch	1997	44	369	
1436	Vermont	Bromley	1997	43	890	0
1437	Vermont	Jay Peak	1997	42	475	1
1438	Vermont	Pico	1997	39	849	1
1439	Vermont	Ascutney Mountain	1997	39		
1440	Vermont	Bolton Valley	1997	38	375	
1441	Vermont	Burke	1997	38	675	7
1442	Vermont	Haystack	1997	37	599	6
1443	Vermont	Mad River Glen	1997	34	620	8
1444	Vermont	Magic Mountain	1997	32		
1445	Vermont	Killington	1998	52	1299	5
1446	Vermont	Mount Snow	1998	52	1229	3
1447	Vermont	Bromley	1998	46	925	0
1448	Vermont	Pico	1998	42	849	0
1449	Vermont	Burke	1998	42	725	7
1450	Vermont	Haystack	1998	39	635	6
1451	Vermont	Suicide Six	1998	38	496	3
1452	Vermont	Mad River Glen	1998	36		
1453	Vermont	Magic Mountain	1998	35	295	
1454	Vermont	Quechee	1998	22		
1455	Vermont	Cochran's Ski Area	1998	12		
1456	Vermont	Sugarbush	1998		1299	
1457	Vermont	Stratton Mountain	1999	59	1200	0
1458	Vermont	Killington	1999	56	1249	2
1459	Vermont	Okemo Mountain	1999	54	1150	1
1460	Vermont	Jay Peak	1999	49	798	6
1461	Vermont	Smugglers' Notch	1999	48		
1462	Vermont	Bromley	1999	47	925	9
1463	Vermont	Pico	1999	45	549	2
1464	Vermont	Ascutney Mountain	1999	43	599	3
1465	Vermont	Burke	1999	42	725	7
1466	Vermont	Suicide Six	1999	40	516	2
1467	Vermont	Bolton Valley	1999	39	499	2
1468	Vermont	Magic Mountain	1999	38	695	8
1469	Vermont	Mad River Glen	1999	36	650	8
1470	Vermont	Middlebury	1999	30		
1471	Vermont	Maple Valley	1999	28		
1472	Vermont	Quechee	1999	22		
1473	Vermont	Cochran's Ski Area	1999	12		
1474	Vermont	Stowe	1999		1290	
1475	Vermont	Stratton Mountain	2000	60	1260	1
1476	Vermont	Killington	2000	58	1249	1
1477	Vermont	Okemo Mountain	2000	56	1150	0
1478	Vermont	Stowe	2000	56	1290	3
1479	Vermont	Sugarbush	2000	55		
1480	Vermont	Mount Snow	2000	55		
1481	Vermont	Bromley	2000	49	925	8
1482	Vermont	Jay Peak	2000	49	798	6
1483	Vermont	Smugglers Notch	2000	48	523	0
1484	Vermont	Ascutney Mountain	2000	46	699	5
1485	Vermont	Pico	2000	45	549	2
1486	Vermont	Suicide Six	2000	42		
1487	Vermont	Mad River Glen	2000	40	650	6
1488	Vermont	Bolton Valley	2000	39	586	5
1489	Vermont	Burke Mountain	2000	39		
1490	Vermont	Magic Mountain	2000	38	595	5
1491	Vermont	Haystack	2000	35		
1492	Vermont	Middlebury College Snow Bowl	2000	30	575	9
1493	Vermont	Cochran's Ski Area	2000	12		
1494	Vermont	Killington	2001	62	1099	7
1495	Vermont	Okemo Mountain	2001	59	1200	0
1496	Vermont	Stowe	2001	58	1350	3
1497	Vermont	Mount Snow	2001	56		
1498	Vermont	Sugarbush	2001	55		
1499	Vermont	Jay Peak	2001	52		
1500	Vermont	Bromley	2001	51	925	8
1501	Vermont	Ascutney Mountain	2001	49	799	6
1502	Vermont	Smugglers Notch	2001	48	544	1
1503	Vermont	Suicide Six	2001	46		
1504	Vermont	Pico	2001	45	549	2
1505	Vermont	Bolton Valley	2001	44	576	3
1506	Vermont	Magic Mountain	2001	42	499	1
1507	Vermont	Mad River Glen	2001	40	650	6
1508	Vermont	Burke Mountain	2001	39	529	3
1509	Vermont	Haystack	2001	38		
1510	Vermont	Middlebury College Snow Bowl	2001	32	585	8
1511	Vermont	Cochran's Ski Area	2001	12		
1512	Vermont	Stratton	2001		1379	
1513	Vermont	Stratton Mountain	2002	72	1449	0
1514	Vermont	Killington	2002	64		
1515	Vermont	Okemo Mountain	2002	62	1240	0
1516	Vermont	Mount Snow	2002	61		
1517	Vermont	Stowe	2002	60	1380	3
1518	Vermont	Sugarbush	2002	57	1350	3
1519	Vermont	Smugglers Notch	2002	54	586	0
1520	Vermont	Jay Peak	2002	53	577	0
1521	Vermont	Bromley	2002	52	950	8
1522	Vermont	Ascutney Mountain	2002	52	799	5
1523	Vermont	Pico	2002	48		
1524	Vermont	Suicide Six	2002	46	587	2
1525	Vermont	Haystack	2002	43		
1526	Vermont	Mad River Glen	2002	42	650	5
1527	Vermont	Magic Mountain	2002	42	499	1
1528	Vermont	Burke Mountain	2002	39	579	4
1529	Vermont	Middlebury College Snow Bowl	2002	32	585	8
1530	Vermont	Cochran's Ski Area	2002	15		
1531	Vermont	Bolton Valley	2002		418	
1532	Vermont	Bear Creek Mountain Club	2003	75		
1533	Vermont	Stratton Mountain	2003	72	1479	0
1534	Vermont	Killington	2003	67		
1535	Vermont	Okemo Mountain	2003	65	1375	1
1536	Vermont	Mount Snow	2003	64	1349	1
1537	Vermont	Stowe	2003	62	1415	2
1538	Vermont	Smugglers Notch	2003	54	592	1
1539	Vermont	Bromley	2003	54	1007	8
1540	Vermont	Jay Peak	2003	54		
1541	Vermont	Ascutney Mountain	2003	54	799	4
1542	Vermont	Pico	2003	49	649	3
1543	Vermont	Bolton Valley	2003	49	528	0
1544	Vermont	Suicide Six	2003	48		
1545	Vermont	Magic Mountain	2003	46	549	1
1546	Vermont	Haystack	2003	45	369	
1547	Vermont	Mad River Glen	2003	45	740	6
1548	Vermont	Middlebury College Snow Bowl	2003	35	585	6
1549	Vermont	Cochran's Ski Area	2003	15		
1550	Vermont	Bear Creek Mountain Club	2004	75		
1551	Vermont	Stratton Mountain	2004	72		
1552	Vermont	Mount Snow	2004	67	1100	6
1553	Vermont	Okemo Mountain	2004	67	1325	9
1554	Vermont	Stowe	2004	65	1435	2
1555	Vermont	Bromley	2004	57	1007	7
1556	Vermont	Jay Peak	2004	56		
1557	Vermont	Ascutney Mountain	2004	55	819	4
1558	Vermont	Suicide Six	2004	50		
1559	Vermont	Mad River Glen	2004	50	780	5
1560	Vermont	Pico	2004	49	449	
1561	Vermont	Magic Mountain	2004	49	549	1
1562	Vermont	Bolton Valley	2004	48	486	0
1563	Vermont	Haystack	2004	48	369	
1564	Vermont	Burke Mountain	2004	47	569	2
1565	Vermont	Quechee	2004	35		
1566	Vermont	Cochran's Ski Area	2004	15		
1567	Vermont	Living Memorial Park	2004	5		
1568	Vermont	Killington	2004		1100	
1569	Vermont	Stowe	2005	76	1507	9
1570	Vermont	Bear Creek Mountain Club	2005	75		
1571	Vermont	Stratton Mountain	2005	72	999	3
1572	Vermont	Killington	2005	69	1300	8
1573	Vermont	Mount Snow	2005	69	1300	8
1574	Vermont	Okemo Mountain	2005	69	1199	7
1575	Vermont	Sugarbush	2005	63	1319	0
1576	Vermont	Bromley	2005	59	1033	7
1577	Vermont	Jay Peak	2005	58		
1578	Vermont	Smugglers' Notch	2005	58		
1579	Vermont	Ascutney Mountain	2005	56	819	4
1580	Vermont	Burke Mountain	2005	52	599	1
1581	Vermont	Suicide Six	2005	52		
1582	Vermont	Mad River Glen	2005	50	780	5
1583	Vermont	Magic Mountain	2005	49	599	2
1584	Vermont	Pico	2005	49	399	
1585	Vermont	Bolton Valley	2005	49	528	0
1586	Vermont	Middlebury College Bowl	2005	37		
1587	Vermont	Cochran's Ski Area	2005	18		
1588	Vermont	Living Memorial Park	2005	5		
1589	Vermont	Stowe	2006	76	1570	0
1590	Vermont	Stratton Mountain	2006	75	1059	4
1591	Vermont	Bear Creek Mountain Club	2006	75		
1592	Vermont	Killington	2006	72	1400	9
1593	Vermont	Mount Snow	2006	72	1458	0
1594	Vermont	Okemo Mountain	2006	72	1229	7
1595	Vermont	Sugarbush	2006	66	1259	9
1596	Vermont	Bromley	2006	61	1054	7
1597	Vermont	Jay Peak	2006	59		
1598	Vermont	Ascutney Mountain	2006	58	829	4
1599	Vermont	Smugglers' Notch	2006	58	613	0
1600	Vermont	Mad River Glen	2006	54	780	4
1601	Vermont	Burke Mountain	2006	54	599	1
1602	Vermont	Suicide Six	2006	52		
1603	Vermont	Bolton Valley	2006	52	634	2
1604	Vermont	Magic Mountain	2006	49	349	
1605	Vermont	Pico	2006	49	499	0
1606	Vermont	Middlebury College Bowl	2006	39		
1607	Vermont	Quechee	2006	38		
1608	Vermont	Cochran's Ski Area	2006	18		
1609	Vermont	Living Memorial Park	2006	5		
1610	Vermont	Stowe	2007	84	1635	9
1611	Vermont	Killington	2007	79	1376	7
1612	Vermont	Stratton Mountain	2007	78	1059	3
1613	Vermont	Bear Creek Mountain Club	2007	75		
1614	Vermont	Okemo Mountain	2007	74	1249	6
1615	Vermont	Mount Snow	2007	72	949	3
1616	Vermont	Sugarbush	2007	69	1399	0
1617	Vermont	Bromley	2007	63	1054	6
1618	Vermont	Jay Peak	2007	62		
1619	Vermont	Ascutney Mountain	2007	60	829	3
1620	Vermont	Smugglers' Notch	2007	60	634	0
1621	Vermont	Magic Mountain	2007	56	449	
1622	Vermont	Suicide Six	2007	55	714	3
1623	Vermont	Bolton Valley	2007	55	634	1
1624	Vermont	Mad River Glen	2007	54	899	6
1625	Vermont	Burke	2007	54		
1626	Vermont	Pico	2007	49	499	0
1627	Vermont	Middlebury College Snow Bowl	2007	39	450	1
1628	Vermont	Cochran's Ski Area	2007	18		
1629	Vermont	Lyndon Outing Club	2007	15		
1630	Vermont	Living Memorial Park	2007	5		
1631	Vermont	Bellows Falls Ski Tow	2007	2		
1632	Vermont	Stowe	2008	89	1766	9
1633	Vermont	Killington	2008	82	1443	7
1634	Vermont	Stratton	2008	79	1109	4
1635	Vermont	Okemo Mountain	2008	77	1299	6
1636	Vermont	Bear Creek Mountain Club	2008	75		
1637	Vermont	Mount Snow	2008	75	1049	4
1638	Vermont	Sugarbush	2008	72	1399	9
1639	Vermont	Jay Peak	2008	65		
1640	Vermont	Bromley	2008	63	1054	6
1641	Vermont	Smugglers' Notch	2008	62	656	0
1642	Vermont	Ascutney Mountain	2008	62	839	3
1643	Vermont	Mad River Glen	2008	60	944	5
1644	Vermont	Bolton Valley	2008	59	634	0
1645	Vermont	Burke Mountain	2008	57		
1646	Vermont	Suicide Six	2008	57	735	2
1647	Vermont	Magic Mountain	2008	56	439	
1648	Vermont	Pico	2008	52	519	0
1649	Vermont	Middlebury College Snow Bowl	2008	42	470	1
1650	Vermont	Cochran's Ski Area	2008	20		
1651	Vermont	Northeast Slopes	2008	12		
1652	Vermont	Bellows Falls Ski Tow	2008	3		
1653	Vermont	Stowe	2009	89	1815	0
1654	Vermont	Sugarbush	2009	82	1469	7
1655	Vermont	Stratton Mountain	2009	82	1139	3
1656	Vermont	Killington	2009	82	1336	6
1657	Vermont	Mount Snow	2009	75	1049	4
1658	Vermont	Jay Peak	2009	67		
1659	Vermont	Bromley	2009	65		
1660	Vermont	Ascutney Mountain	2009	62	839	3
1661	Vermont	Mad River Glen	2009	62	944	5
1662	Vermont	Smugglers' Notch	2009	62	634	0
1663	Vermont	Burke Mountain	2009	59	629	0
1664	Vermont	Suicide Six	2009	59		
1665	Vermont	Bolton Valley	2009	59	592	0
1666	Vermont	Magic Mountain	2009	56	429	
1667	Vermont	Middlebury College Snow Bowl	2009	44		
1668	Vermont	Northeast Slopes	2009	12		
1669	Vermont	Okemo Mountain	2009		1339	
1670	Vermont	Stowe	2010	89	1879	1
1671	Vermont	Sugarbush	2010	84	1499	7
1672	Vermont	Killington	2010	84	1389	6
1673	Vermont	Stratton	2010	84	1159	3
1674	Vermont	Okemo Mountain	2010	81	1379	7
1675	Vermont	Mount Snow	2010	79	1199	5
1676	Vermont	Jay Peak	2010	69		
1677	Vermont	Burke	2010	66		
1678	Vermont	Bromley	2010	65	1054	6
1679	Vermont	Mad River Glen	2010	65	944	4
1680	Vermont	Smugglers' Notch	2010	64		
1681	Vermont	Suicide Six	2010	60	629	0
1682	Vermont	Bolton Valley	2010	59	581	
1683	Vermont	Pico	2010	59	399	
1684	Vermont	Middlebury College Snow Bowl	2010	44	490	1
1685	Vermont	Cochran's Ski Area	2010	20		
1686	Vermont	Northeast Slopes	2010	12		
1687	Vermont	Magic Mountain	2010		439	
1688	Vermont	Stowe	2011	92	1996	1
1689	Vermont	Sugarbush	2011	88	1569	7
1690	Vermont	Stratton Mountain	2011	87	1229	4
1691	Vermont	Killington	2011	86	1443	6
1692	Vermont	Okemo Mountain	2011	84	1419	6
1693	Vermont	Mount Snow	2011	83	1249	5
1694	Vermont	Jay Peak	2011	75		
1695	Vermont	Burke Mountain	2011	68	699	0
1696	Vermont	Mad River Glen	2011	66	963	4
1697	Vermont	Smugglers' Notch	2011	66	656	
1698	Vermont	Bromley	2011	65	1054	6
1699	Vermont	Bolton Valley	2011	64	634	
1700	Vermont	Suicide Six	2011	64		
1701	Vermont	Pico	2011	62	429	
1702	Vermont	Magic Mountain	2011	59	449	
1703	Vermont	Middlebury College Snow Bowl	2011	46	490	0
1704	Vermont	Quechee	2011	40		
1705	Vermont	Cochran's Ski Area	2011	20		
1706	Vermont	Northeast Slopes	2011	15		
1707	Vermont	Living Memorial Park	2011	5		
1708	Vermont	Stowe	2012	92	2056	2
1709	Vermont	Sugarbush	2012	89	1599	8
1710	Vermont	Okemo	2012	88		
1711	Vermont	Killington	2012	88	1443	6
1712	Vermont	Stratton	2012	87	1229	4
1713	Vermont	Mount Snow	2012	83	1249	5
1714	Vermont	Jay Peak	2012	69	952	3
1715	Vermont	Mad River Glen	2012	69	963	4
1716	Vermont	Burke Mountain	2012	68	799	1
1717	Vermont	Pico	2012	67	429	
1718	Vermont	Bromley	2012	67	1111	6
1719	Vermont	Bolton Valley	2012	66	666	0
1720	Vermont	Smugglers' Notch	2012	66	656	
1721	Vermont	Suicide Six	2012	64	675	0
1722	Vermont	Magic Mountain	2012	59	489	
1723	Vermont	Middlebury College Snow Bowl	2012	46	490	0
1724	Vermont	Quechee	2012	40		
1725	Vermont	Cochran's Ski Area	2012	20		
1726	Vermont	Northeast Slopes	2012	15		
1727	Vermont	Lyndon Outing Club	2012	15		
1728	Vermont	Living Memorial Park	2012	5		
1729	Vermont	Stowe	2013	98	2138	1
1730	Vermont	Stratton	2013	92	999	0
1731	Vermont	Sugarbush	2013	89	1629	8
1732	Vermont	Okemo Mountain	2013	89	1499	6
1733	Vermont	Killington	2013	89	1389	5
1734	Vermont	Mount Snow	2013	85	1279	5
1735	Vermont	Mad River Glen	2013	71	963	3
1736	Vermont	Jay Peak	2013	69	952	3
1737	Vermont	Bolton Valley	2013	69		
1738	Vermont	Bromley	2013	68	1111	6
1739	Vermont	Q Burke	2013	68	799	1
1740	Vermont	Smugglers' Notch	2013	68	687	0
1741	Vermont	Pico	2013	67	429	
1742	Vermont	Suicide Six	2013	64	599	
1743	Vermont	Magic Mountain	2013	63	539	
1744	Vermont	Middlebury College Snow Bowl	2013	50	490	
1745	Vermont	Quechee	2013	40		
1746	Vermont	Cochrans	2013	20		
1747	Vermont	Northeast Slopes	2013	15		
1748	Vermont	Lyndon Outing Club	2013	15		
1749	Vermont	Living Memorial Park	2013	5		
1750	Vermont	Bellows Falls	2013	3		
1751	Vermont	Stowe	2014	108	2138	9
1752	Vermont	Stratton	2014	98		
1753	Vermont	Killington	2014	92	1443	5
1754	Vermont	Okemo Mountain	2014	92	1529	6
1755	Vermont	Sugarbush	2014	91	1679	8
1756	Vermont	Mount Snow	2014	90	1329	4
1757	Vermont	Mad River Glen	2014	75	963	2
1758	Vermont	Jay Peak	2014	72	952	3
1759	Vermont	Bromley	2014	71	1111	5
1760	Vermont	Smugglers' Notch	2014	70	687	
1761	Vermont	Pico	2014	69	449	
1762	Vermont	Bolton Valley	2014	69	677	
1763	Vermont	Suicide Six	2014	66	579	
1764	Vermont	Q Burke	2014	64	899	4
1765	Vermont	Magic Mountain	2014	63	639	0
1766	Vermont	Middlebury College Snow Bowl	2014	55	500	
1767	Vermont	Quechee	2014	42		
1768	Vermont	Cochrans	2014	20		
1769	Vermont	Northeast Slopes	2014	15	150	0
1770	Vermont	Lyndon Outing Club	2014	15		
1771	Vermont	Living Memorial Park	2014	5		
1772	Vermont	Stowe	2015	115	2224	9
1773	Vermont	Stratton	2015	105	1119	0
1774	Vermont	Okemo Mountain	2015	97	1599	6
1775	Vermont	Killington	2015	96	1464	5
1776	Vermont	Sugarbush	2015	95	1729	8
1777	Vermont	Mount Snow	2015	95	1329	4
1778	Vermont	Jay Peak	2015	79	974	2
1779	Vermont	Mad River Glen	2015	79	992	2
1780	Vermont	Bromley	2015	73	1144	5
1781	Vermont	Smugglers Notch	2015	72	709	
1782	Vermont	Pico	2015	72	469	
1783	Vermont	Bolton Valley	2015	69	687	0
1784	Vermont	Suicide Six	2015	68	549	
1785	Vermont	Magic Mountain	2015	67	689	0
1786	Vermont	Q Burke	2015	64	899	4
1787	Vermont	Middlebury College Snow Bowl	2015	55	500	
1788	Vermont	Quechee	2015	42	375	
1789	Vermont	Northeast Slopes	2015	15	150	0
1790	Vermont	Living Memorial Park	2015	5	75	5
1791	Vermont	Ascutney	2015	0		
1792	Vermont	Stowe	2016	124	2313	8
1793	Vermont	Killington	2016	105	1486	4
1794	Vermont	Stratton	2016	105	1199	1
1795	Vermont	Okemo	2016	101	1619	6
1796	Vermont	Sugarbush	2016	97	1779	8
1797	Vermont	Mount Snow	2016	95	999	0
1798	Vermont	Jay Peak	2016	82	974	1
1799	Vermont	Mad River Glen	2016	79	992	2
1800	Vermont	Pico	2016	76	479	
1801	Vermont	Bromley	2016	74	1144	5
1802	Vermont	Smugglers Notch	2016	72	709	
1803	Vermont	Bolton Valley	2016	69	687	0
1804	Vermont	Suicide Six	2016	68	549	
1805	Vermont	Magic Mountain	2016	67	679	0
1806	Vermont	Burke Mountain	2016	64	899	4
1807	Vermont	Middlebury College Snow Bowl	2016	55	500	
1808	Vermont	Quechee	2016	45	400	
1809	Vermont	Northeast Slopes	2016	15	150	0
1810	Vermont	Lyndon Outing Club	2016	15		
1811	Vermont	Living Memorial Park	2016	5	75	5
1812	Vermont	Ascutney	2016	0		
1813	Vermont	Stowe	2017	131	899	
1814	Vermont	Sugarbush	2017	124	1149	
1815	Vermont	Killington	2017	115	1261	1
1816	Vermont	Stratton	2017	115	1099	
1817	Vermont	Okemo	2017	110	1375	2
1818	Vermont	Mount Snow	2017	100	999	0
1819	Vermont	Mad River Glen	2017	89	992	1
1820	Vermont	Jay Peak	2017	84	1027	2
1821	Vermont	Smugglers Notch	2017	81	687	
1822	Vermont	Bromley	2017	80	1144	4
1823	Vermont	Pico	2017	79	479	
1824	Vermont	Bolton Valley	2017	74	687	
1825	Vermont	Suicide Six	2017	72	579	
1826	Vermont	Burke	2017	69	929	3
1827	Vermont	Magic Mountain	2017	69	699	0
1828	Vermont	Middlebury College Snow Bowl	2017	55	510	
1829	Vermont	Quechee	2017	45	420	
1830	Vermont	Northeast Slopes	2017	15	150	0
1831	Vermont	Lyndon Outing Club	2017	15		
1832	Vermont	Living Memorial Park	2017	5	75	5
1833	Vermont	Ascutney	2017	0		
1834	Vermont	Stowe	2018	147	949	
1835	Vermont	Killington	2018	129	1292	0
1836	Vermont	Stratton	2018	129	1049	
1837	Vermont	Okemo	2018	127	709	
1838	Vermont	Sugarbush	2018	124	1217	
1839	Vermont	Mount Snow	2018	110	1129	0
1840	Vermont	Jay Peak	2018	89	1058	1
1841	Vermont	Mad River Glen	2018	89	1022	1
1842	Vermont	Bromley	2018	87	1144	3
1843	Vermont	Pico	2018	81	512	
1844	Vermont	Smugglers Notch	2018	79	698	
1845	Vermont	Bolton Valley	2018	79	740	
1846	Vermont	Magic Mountain	2018	74	749	0
1847	Vermont	Burke	2018	73	959	3
1848	Vermont	Suicide Six	2018	72	634	
1849	Vermont	Middlebury	2018	60	520	
1850	Vermont	Quechee	2018	49	445	
1851	Vermont	Cochrans	2018	25	195	
1852	Vermont	Lyndon Outing Club	2018	15		
1853	Vermont	Northeast Slopes	2018	15	150	0
1854	Vermont	Brattleboro Ski Hill	2018	5	75	5
1855	Vermont	Stowe	2019	147	989	
1856	Vermont	Stratton	2019	139	1099	
1857	Vermont	Sugarbush	2019	134	1270	
1858	Vermont	Killington	2019	130	1336	0
1859	Vermont	Okemo	2019	126	739	
1860	Vermont	Mount Snow	2019	118	739	
1861	Vermont	Bromley	2019	92	1144	2
1862	Vermont	Mad River Glen	2019	92	1037	1
1863	Vermont	Jay Peak	2019	89	1019	1
1864	Vermont	Pico	2019	85	533	
1865	Vermont	Smugglers Notch	2019	82	698	
1866	Vermont	Bolton Valley	2019	80	719	
1867	Vermont	Suicide Six	2019	79	475	
1868	Vermont	Burke	2019	75	979	3
1869	Vermont	Magic	2019	74	779	0
1870	Vermont	Middlebury	2019	60	520	
1871	Vermont	Quechee	2019	49	450	
1872	Vermont	Cochrans	2019	19	195	0
1873	Vermont	Lyndon Outing Club	2019	15		
1874	Vermont	Northeast Slopes	2019	15	150	0
1875	Vermont	Ascutney	2019	15	100	
1876	Vermont	Brattleboro Ski Hill	2019	5	75	5
1877	Vermont	Killington	2020	170	1582	
1878	Vermont	Sugarbush	2020	162	1149	
1879	Vermont	Stratton	2020	148	1149	
1880	Vermont	Stowe	2020	147	1099	
1881	Vermont	Mt. Snow	2020	126	849	
1882	Vermont	Okemo	2020	126	849	
1883	Vermont	Pico	2020	120	673	
1884	Vermont	Bolton Valley	2020	94		
1885	Vermont	Mad River Glen	2020	92	1037	1
1886	Vermont	Jay Peak	2020	92	1090	1
1887	Vermont	Smugglers Notch	2020	89	730	
1888	Vermont	Bromley	2020	85	1144	3
1889	Vermont	Suicide Six	2020	79	634	
1890	Vermont	Magic	2020	78	825	0
1891	Vermont	Burke	2020	77	999	3
1892	Vermont	Middlebury	2020	55	550	0
1893	Vermont	Quechee	2020	49	477	
1894	Vermont	Cochrans	2020	19	195	0
1895	Vermont	Ascutney	2020	15	100	
1896	Vermont	Lyndon Outing Club	2020	15		
1897	Vermont	Brattleboro Ski Hill	2020	5	75	5
1898	Vermont	Sugarbush	2021	185	1149	
1899	Vermont	Killington	2021	184	1567	
1900	Vermont	Stratton	2021	180	1149	
1901	Vermont	Stowe	2021	173	819	
1902	Vermont	Okemo	2021	142	619	
1903	Vermont	Mount Snow	2021	136	619	
1904	Vermont	Pico	2021	119	677	
1905	Vermont	Mad River Glen	2021	97	1058	0
1906	Vermont	Jay Peak	2021	96	1101	1
1907	Vermont	Smugglers Notch	2021	94	687	
1908	Vermont	Bolton Valley	2021	94	952	0
1909	Vermont	Bromley	2021	89	1160	3
1910	Vermont	Burke	2021	85	1009	1
1911	Vermont	Magic	2021	83	846	0
1912	Vermont	Suicide Six	2021	79	634	
1913	Vermont	Middlebury	2021	60	529	
1914	Vermont	Quechee	2021	52	530	0
1915	Vermont	Ascutney	2021	20	100	
1916	Vermont	Cochrans	2021	19	195	0
1917	Vermont	Northeast Slopes	2021	15	150	0
1918	Vermont	Lyndon Outing Club	2021	15		
1919	Vermont	Brattleboro Ski Hill	2021	5	75	5
1920	Vermont	Sugarbush	2022	205	1229	
1921	Vermont	Stratton	2022	202	1229	
1922	Vermont	Stowe	2022	200	949	
1923	Vermont	Killington	2022	200	1705	
1924	Vermont	Okemo	2022	157	735	
1925	Vermont	Mount Snow	2022	153	735	
1926	Vermont	Pico	2022	131	730	
1927	Vermont	Jay Peak	2022	109	1133	0
1928	Vermont	Mad River Glen	2022	99	1058	0
1929	Vermont	Bromley	2022	96	1196	2
1930	Vermont	Smugglers Notch	2022	95	746	
1931	Vermont	Magic	2022	94	899	
1932	Vermont	Bolton Valley	2022	94	952	0
1933	Vermont	Burke	2022	89	1019	1
1934	Vermont	Saskadena Six	2022	79	634	
1935	Vermont	Middlebury	2022	60	549	
1936	Vermont	Quechee	2022	57	583	0
1937	Vermont	Ascutney	2022	20	100	
1938	Vermont	Cochrans	2022	19	195	0
1939	Vermont	Lyndon Outing Club	2022	15		
1940	Vermont	Northeast Slopes	2022	15	150	0
1941	Vermont	Brattleboro Ski Hill	2022	5	75	5
